Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Android Ver,,
FAMILY,4.4,344383,30M,"10,000,000+",Free,0,Everyone,Casual,4.0.3 and up,,
FINANCE,4.3,129305,Varies with device,"5,000,000+",Free,0,Everyone,Finance,Varies with device,,
FAMILY,4.6,104676,2.6M,"5,000,000+",Free,0,Everyone,Education,4.0 and up,,
SHOPPING,4.2,4099,17M,"100,000+",Free,0,Everyone,Shopping,4.1 and up,,
SHOPPING,4,4722,35M,"500,000+",Free,0,Everyone,Shopping,4.1 and up,,
SHOPPING,2.3,69,11M,"10,000+",Free,0,Everyone,Shopping,4.4 and up,,
GAME,4.5,501,65M,"10,000+",Free,0,Teen,Casino,4.3 and up,,
FAMILY,3.6,226,25M,"50,000+",Free,0,Everyone,Casual,4.0 and up,,
GAME,4.4,17,4.8M,500+,Paid,$4.49 ,Everyone,Card,4.0 and up,,
GAME,3.9,20,4.8M,"10,000+",Free,0,Everyone,Card,4.0 and up,,
FAMILY,3.9,13,17M,100+,Free,0,Everyone,Entertainment,2.3.3 and up,,
HEALTH_AND_FITNESS,4.8,38,24M,500+,Free,0,Everyone,Health & Fitness,5.0 and up,,
FAMILY,4.2,16,26M,"1,000+",Free,0,Everyone,Casual,4.4 and up,,
GAME,3.7,11,4.8M,"5,000+",Free,0,Everyone,Card,4.0 and up,,
PRODUCTIVITY,4,616,175k,"50,000+",Free,0,Everyone,Productivity,3.0 and up,,
BEAUTY,NaN,1,15M,100+,Free,0,Everyone,Beauty,5.0 and up,,
GAME,1,1,4.9M,"1,000+",Free,0,Everyone,Card,4.0 and up,,
GAME,NaN,1,8.8M,100+,Free,0,Everyone,Casino,2.3 and up,,
FAMILY,4.4,103,36M,"10,000+",Free,0,Everyone,Simulation,4.1 and up,,
TOOLS,4.2,4010,8.7M,"500,000+",Free,0,Everyone,Tools,4.0 and up,,
GAME,4.7,325,23M,"10,000+",Free,0,Teen,Casino,2.3.3 and up,,
FAMILY,3.6,35121,5.1M,"5,000,000+",Free,0,Everyone,Entertainment,4.0 and up,,
FAMILY,NaN,1,23M,100+,Free,0,Everyone,Entertainment,4.0.3 and up,,
GAME,4.1,341,26M,"50,000+",Free,0,Teen,Casino,4.0 and up,,
VIDEO_PLAYERS,3.3,381023,53M,"10,000,000+",Free,0,Everyone,Video Players & Editors,4.0 and up,,
COMMUNICATION,NaN,0,3.2M,10+,Free,0,Teen,Communication,4.1 and up,,
GAME,NaN,0,23M,500+,Free,0,Teen,Casino,2.3 and up,,
FAMILY,5,3,1.8M,100+,Free,0,Mature 17+,Education,4.3 and up,,
PERSONALIZATION,4.3,26601,5.4M,"1,000,000+",Free,0,Everyone,Personalization,2.3.3 and up,,
SHOPPING,4.7,55,8.0M,500+,Free,0,Everyone,Shopping,4.0.3 and up,,
SOCIAL,NaN,2,5.4M,100+,Free,0,Everyone,Social,4.1 and up,,
VIDEO_PLAYERS,NaN,414,59M,"100,000+",Free,0,Mature 17+,Video Players & Editors,4.0.3 and up,,
GAME,NaN,3,21M,500+,Free,0,Teen,Card,2.3 and up,,
LIFESTYLE,NaN,0,5.1M,10+,Free,0,Everyone,Lifestyle,4.0.3 and up,,
FAMILY,NaN,0,Varies with device,5+,Free,0,Teen,Entertainment,Varies with device,,
FAMILY,4,68664,55M,"10,000,000+",Free,0,Everyone,Simulation,4.1 and up,,
BUSINESS,NaN,3,3.4M,10+,Free,0,Everyone,Business,4.0.3 and up,,
GAME,4.4,524467,33M,"10,000,000+",Free,0,Teen,Casino,2.3.3 and up,,
GAME,4.6,17,4.7M,100+,Paid,$14.00 ,Teen,Casino,3.0 and up,,
BUSINESS,5,3,1.5M,10+,Free,0,Everyone,Business,4.1 and up,,
GAME,4.3,52199,Varies with device,"1,000,000+",Free,0,Teen,Casino,2.3 and up,,
FAMILY,4.3,6333,30M,"1,000,000+",Free,0,Everyone,Entertainment,5.0 and up,,
BUSINESS,NaN,1,26M,5+,Free,0,Everyone,Business,4.0.3 and up,,
FAMILY,3.8,4,54M,100+,Paid,$2.99 ,Everyone,Educational,2.3 and up,,
FAMILY,4.1,956,10M,"100,000+",Free,0,Teen,Entertainment,2.2 and up,,
SPORTS,4.6,969,3.6M,"10,000+",Free,0,Everyone,Sports,4.0 and up,,
FAMILY,4,1469,5.2M,"100,000+",Free,0,Everyone,Entertainment,2.3.3 and up,,
GAME,4.7,2066,25M,"100,000+",Free,0,Teen,Casino,4.0.3 and up,,
TOOLS,3.6,1166,350k,"100,000+",Free,0,Everyone,Tools,4.0 and up,,
GAME,4.5,26744,51M,"500,000+",Free,0,Teen,Casino,4.0.3 and up,,
PHOTOGRAPHY,4,802,5.1M,"100,000+",Free,0,Everyone,Photography,2.3 and up,,
GAME,4.1,1686,4.6M,"100,000+",Free,0,Teen,Casino,2.3 and up,,
LIFESTYLE,4,41747,39M,"5,000,000+",Free,0,Everyone,Lifestyle,4.1 and up,,
LIFESTYLE,3.8,19221,13M,"5,000,000+",Free,0,Everyone,Lifestyle,Varies with device,,
COMMUNICATION,NaN,6,31M,"1,000+",Free,0,Teen,Communication,4.1 and up,,
FOOD_AND_DRINK,4.5,2448,19M,"100,000+",Free,0,Everyone,Food & Drink,4.0.3 and up,,
LIFESTYLE,2.8,17,3.1M,"5,000+",Free,0,Everyone,Lifestyle,4.4 and up,,
NEWS_AND_MAGAZINES,NaN,19,17M,"5,000+",Free,0,Everyone,News & Magazines,4.4 and up,,
TOOLS,4.2,928,383k,"10,000+",Paid,$1.99 ,Everyone,Tools,2.2 and up,,
LIFESTYLE,4.8,33,2.4M,"5,000+",Free,0,Everyone,Lifestyle,4.0.3 and up,,
LIFESTYLE,5,1,3.2M,50+,Free,0,Everyone,Lifestyle,4.1 and up,,
FAMILY,5,13,2.1M,100+,Free,0,Everyone,Entertainment,4.4 and up,,
BUSINESS,NaN,1,30M,50+,Free,0,Everyone,Business,4.4W and up,,
PERSONALIZATION,NaN,1,14M,50+,Paid,$4.85 ,Everyone,Personalization,2.2 and up,,
TOOLS,NaN,4,12M,100+,Free,0,Everyone,Tools,4.2 and up,,
TOOLS,4.3,534,3.0M,"100,000+",Free,0,Everyone,Tools,4.0 and up,,
PHOTOGRAPHY,4.3,20,4.8M,"1,000+",Free,0,Everyone,Photography,2.3 and up,,
PERSONALIZATION,4.5,248,2.8M,"10,000+",Free,0,Mature 17+,Personalization,4.0.3 and up,,
FOOD_AND_DRINK,4.5,41,4.0M,500+,Free,0,Teen,Food & Drink,5.0 and up,,
TOOLS,5,6,11M,100+,Free,0,Everyone,Tools,4.2 and up,,
SOCIAL,3.8,5793284,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,Varies with device,,
FAMILY,4.4,634,1.8M,"100,000+",Free,0,Everyone,Education,2.3 and up,,
LIFESTYLE,5,19,3.1M,"1,000+",Free,0,Everyone,Lifestyle,4.1 and up,,
FAMILY,4.7,39,20M,"1,000+",Free,0,Everyone,Education,4.0.3 and up,,
PRODUCTIVITY,NaN,0,33M,10+,Free,0,Everyone,Productivity,4.4W and up,,
SOCIAL,4.7,549,17M,"10,000+",Free,0,Teen,Social,3.0 and up,,
HEALTH_AND_FITNESS,2.2,4,28M,"1,000+",Free,0,Everyone,Health & Fitness,4.0 and up,,
SOCIAL,4.6,308,454k,"10,000+",Free,0,Everyone,Social,3.0 and up,,
LIFESTYLE,4.6,9,3.1M,"1,000+",Free,0,Everyone,Lifestyle,4.1 and up,,
LIFESTYLE,4.7,29,3.2M,"1,000+",Free,0,Everyone,Lifestyle,4.0.3 and up,,
VIDEO_PLAYERS,4.6,277,6.8M,"10,000+",Free,0,Everyone,Video Players & Editors,2.3 and up,,
FAMILY,4.4,30,99M,"5,000+",Free,0,Everyone,Entertainment,4.0 and up,,
FAMILY,3.8,125,17M,"10,000+",Free,0,Everyone,Casual,4.0 and up,,
FAMILY,3.6,445,12M,"50,000+",Free,0,Everyone,Casual,2.2 and up,,
LIFESTYLE,4.9,301,25M,"10,000+",Free,0,Everyone,Lifestyle,4.4 and up,,
FAMILY,4.8,160,13M,"10,000+",Free,0,Everyone,Entertainment,2.3 and up,,
BUSINESS,NaN,0,2.1M,5+,Paid,$0.99 ,Everyone,Business,4.1 and up,,
FAMILY,4.4,150,5.9M,"10,000+",Free,0,Everyone,Entertainment,4.0 and up,,
BUSINESS,5,8,3.7M,100+,Free,0,Everyone,Business,4.1 and up,,
FAMILY,4.8,100,4.5M,"5,000+",Free,0,Everyone,Education,4.4 and up,,
FINANCE,NaN,1,4.1M,100+,Free,0,Everyone,Finance,4.1 and up,,
EVENTS,NaN,1,11M,100+,Free,0,Everyone,Events,4.1 and up,,
FAMILY,4.6,106,3.9M,"10,000+",Free,0,Everyone,Education,2.2 and up,,
LIFESTYLE,5,10,3.0M,"1,000+",Free,0,Everyone,Lifestyle,4.1 and up,,
FAMILY,4.6,222,1.4M,"10,000+",Free,0,Everyone,Entertainment,2.1 and up,,
FINANCE,5,4,11M,50+,Free,0,Everyone,Finance,4.4 and up,,
COMMUNICATION,NaN,0,12M,5+,Free,0,Everyone,Communication,4.1 and up,,
LIFESTYLE,4,4160,30M,"500,000+",Free,0,Everyone,Lifestyle,4.0.3 and up,,
FAMILY,4.3,616,25M,"10,000+",Free,0,Teen,Casual,2.3.3 and up,,
GAME,4.5,415,52M,"10,000+",Free,0,Mature 17+,Adventure,4.1 and up,,
FAMILY,4,2614,6.3M,"100,000+",Free,0,Mature 17+,Simulation,2.2 and up,,
FAMILY,3.2,304,4.7M,"10,000+",Free,0,Teen,Entertainment,4.0.3 and up,,
FAMILY,4.6,2683,25M,"10,000+",Free,0,Mature 17+,Simulation,4.0 and up,,
FAMILY,4.2,3379,62M,"100,000+",Free,0,Mature 17+,Simulation,2.3.3 and up,,
COMICS,4.8,33783,6.4M,"1,000,000+",Free,0,Teen,Comics,4.1 and up,,
COMICS,3,28447,15M,"1,000,000+",Free,0,Teen,Comics,Varies with device,,
GAME,4.3,125,70M,"5,000+",Free,0,Teen,Adventure,2.3.3 and up,,
MAPS_AND_NAVIGATION,3.9,230,12M,"10,000+",Free,0,Everyone,Maps & Navigation,4.1 and up,,
COMICS,3.2,1462,7.1M,"100,000+",Free,0,Mature 17+,Comics,4.0.3 and up,,
FAMILY,3.9,8419,47M,"100,000+",Free,0,Teen,Role Playing,4.0.3 and up,,
FAMILY,4.8,4,23M,10+,Paid,$14.99 ,Teen,Casual,2.3.3 and up,,
COMICS,3.5,4205,10M,"100,000+",Free,0,Teen,Comics,4.0.3 and up,,
GAME,4.4,1563,40M,"50,000+",Free,0,Teen,Adventure,4.0 and up,,
GAME,4.1,355,53M,"10,000+",Free,0,Teen,Adventure,4.1 and up,,
FAMILY,4.2,1901,8.2M,"100,000+",Free,0,Mature 17+,Simulation,2.3.3 and up,,
FAMILY,4.7,6073,8.5M,"100,000+",Free,0,Mature 17+,Simulation,2.3 and up,,
TOOLS,4,9,33M,"1,000+",Free,0,Everyone,Tools,4.0 and up,,
COMICS,4.4,190,34M,"10,000+",Free,0,Everyone,Comics,3.0 and up,,
FAMILY,4.2,45,23M,"1,000+",Free,0,Teen,Casual,2.3.3 and up,,
SHOPPING,5,21,2.5M,100+,Free,0,Everyone,Shopping,4.2 and up,,
PHOTOGRAPHY,3.5,52,1.8M,"10,000+",Free,0,Everyone,Photography,2.3 and up,,
COMICS,3.8,7326,Varies with device,"500,000+",Free,0,Adults only 18+,Comics,Varies with device,,
PHOTOGRAPHY,NaN,4,1.4M,100+,Paid,$3.99 ,Everyone,Photography,2.3 and up,,
FAMILY,4.5,1318,24M,"50,000+",Free,0,Teen,Simulation,4.1 and up,,
TRAVEL_AND_LOCAL,4.1,98,2.0M,"5,000+",Free,0,Everyone,Travel & Local,4.3 and up,,
TOOLS,NaN,1,421k,50+,Paid,$1.99 ,Everyone,Tools,1.5 and up,,
TOOLS,4.3,15,1.2M,100+,Paid,$3.99 ,Everyone,Tools,2.3 and up,,
BUSINESS,NaN,0,11M,10+,Free,0,Everyone,Business,4.0.3 and up,,
FAMILY,4.3,855,7.0M,"10,000+",Free,0,Teen,Entertainment,2.3.3 and up,,
PERSONALIZATION,4.4,18,2.1M,500+,Paid,$2.00 ,Everyone,Personalization,2.1 and up,,
PHOTOGRAPHY,NaN,4,16M,100+,Free,0,Everyone,Photography,4.1 and up,,
WEATHER,NaN,15,10M,"1,000+",Free,0,Everyone,Weather,4.4 and up,,
MEDICAL,NaN,1,28M,100+,Free,0,Everyone,Medical,4.0.3 and up,,
FINANCE,NaN,3,5.5M,100+,Free,0,Everyone,Finance,4.0 and up,,
HEALTH_AND_FITNESS,NaN,0,41M,5+,Free,0,Everyone,Health & Fitness,4.1 and up,,
PERSONALIZATION,4,289,2.7M,"10,000+",Free,0,Everyone,Personalization,2.1 and up,,
FINANCE,4.3,23,93M,"1,000+",Free,0,Everyone,Finance,5.0 and up,,
GAME,4,267,40M,"10,000+",Paid,$1.99 ,Everyone,Action,4.0 and up,,
MAPS_AND_NAVIGATION,4.9,124,3.4M,"1,000+",Free,0,Everyone,Maps & Navigation,Varies with device,,
GAME,4.7,21,9.0M,100+,Free,0,Everyone,Arcade,4.0.3 and up,,
COMMUNICATION,NaN,0,4.3M,50+,Free,0,Everyone,Communication,2.1 and up,,
GAME,NaN,3,2.9M,10+,Free,0,Everyone,Arcade,4.4W and up,,
FINANCE,NaN,2,6.9M,10+,Free,0,Everyone,Finance,4.0.3 and up,,
TOOLS,4.3,33,1.0M,500+,Paid,$3.99 ,Everyone,Tools,2.3 and up,,
PERSONALIZATION,4.2,279,1.1M,"10,000+",Free,0,Everyone,Personalization,2.1 and up,,
GAME,4.1,496,39M,"100,000+",Free,0,Teen,Card,2.3.3 and up,,
COMMUNICATION,4.3,12843436,Varies with device,"100,000,000+",Free,0,Everyone,Communication,4.0.3 and up,,
FOOD_AND_DRINK,4.7,51543,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink,Varies with device,,
LIFESTYLE,3.2,320,31M,"50,000+",Free,0,Everyone,Lifestyle,4.2 and up,,
SPORTS,3.9,9765,14M,"1,000,000+",Free,0,Everyone,Sports,2.3 and up,,
FINANCE,4.2,798,29M,"50,000+",Free,0,Everyone,Finance,4.0 and up,,
TOOLS,4.1,783,4.2M,"100,000+",Free,0,Everyone,Tools,4.0.3 and up,,
BUSINESS,4.9,13,5.3M,100+,Free,0,Everyone,Business,4.0.3 and up,,
FAMILY,NaN,1,1.7M,100+,Free,0,Everyone,Puzzle,4.0.3 and up,,
SPORTS,3.7,84,6.3M,"1,000+",Paid,$2.99 ,Everyone,Sports,4.4 and up,,
FINANCE,3.5,196,27M,"10,000+",Free,0,Everyone,Finance,4.1 and up,,
TOOLS,4.9,83,3.1M,500+,Paid,$3.99 ,Everyone,Tools,5.0 and up,,
SOCIAL,NaN,1,Varies with device,100+,Free,0,Teen,Social,4.1 and up,,
COMMUNICATION,3.3,78,2.5M,"10,000+",Free,0,Everyone,Communication,6.0 and up,,
BOOKS_AND_REFERENCE,4.9,659,5.0M,"10,000+",Free,0,Everyone,Books & Reference,4.0 and up,,
SPORTS,3.4,1520,6.3M,"50,000+",Free,0,Everyone,Sports,4.4 and up,,
BOOKS_AND_REFERENCE,NaN,2,7.8M,100+,Free,0,Everyone,Books & Reference,4.0 and up,,
SPORTS,4.5,2710,4.8M,"100,000+",Free,0,Everyone,Sports,4.1 and up,,
BOOKS_AND_REFERENCE,4.3,28,Varies with device,"1,000+",Free,0,Everyone,Books & Reference,Varies with device,,
FAMILY,5,6,9.2M,"1,000+",Free,0,Everyone,Education,4.1 and up,,
AUTO_AND_VEHICLES,3.5,2,34M,100+,Free,0,Everyone,Auto & Vehicles,5.0 and up,,
TOOLS,NaN,6,47M,"1,000+",Free,0,Everyone,Tools,4.0.3 and up,,
SOCIAL,NaN,0,8.1M,10+,Free,0,Teen,Social,4.4 and up,,
HEALTH_AND_FITNESS,4.4,622,2.5M,"10,000+",Free,0,Everyone,Health & Fitness,4.4 and up,,
SHOPPING,3.7,192,36M,"100,000+",Free,0,Everyone,Shopping,4.1 and up,,
SHOPPING,NaN,0,10M,5+,Free,0,Everyone,Shopping,4.1 and up,,
FINANCE,4.8,6,6.2M,500+,Free,0,Everyone,Finance,4.0.3 and up,,
MEDICAL,NaN,3,10M,100+,Free,0,Everyone,Medical,4.3 and up,,
SPORTS,4.3,1879,4.4M,"100,000+",Free,0,Everyone,Sports,4.1 and up,,
HEALTH_AND_FITNESS,4.9,42,18M,"1,000+",Free,0,Everyone,Health & Fitness,4.1 and up,,
SHOPPING,NaN,1,16M,500+,Free,0,Everyone,Shopping,4.1 and up,,
FOOD_AND_DRINK,NaN,0,Varies with device,1+,Free,0,Everyone,Food & Drink,Varies with device,,
FINANCE,NaN,6,9.9M,500+,Free,0,Everyone,Finance,2.3.3 and up,,
PRODUCTIVITY,NaN,2,22M,10+,Free,0,Everyone,Productivity,4.3 and up,,
SPORTS,NaN,7,1.9M,500+,Free,0,Everyone,Sports,4.0.3 and up,,
FAMILY,NaN,0,26M,10+,Free,0,Everyone,Entertainment,2.2 and up,,
HEALTH_AND_FITNESS,5,3,9.3M,100+,Free,0,Everyone,Health & Fitness,4.1 and up,,
COMMUNICATION,4.3,8827,Varies with device,"1,000,000+",Free,0,Everyone,Communication,4.0.3 and up,,
PARENTING,4.3,11760,Varies with device,"1,000,000+",Free,0,Everyone,Parenting,Varies with device,,
FAMILY,NaN,2,28M,"1,000+",Free,0,Everyone,Educational,4.0 and up,,
PRODUCTIVITY,NaN,7,10M,50+,Free,0,Everyone,Productivity,4.1 and up,,
SPORTS,4.4,328,11M,"10,000+",Free,0,Everyone,Sports,4.4 and up,,
MEDICAL,1,1,2.3M,100+,Free,0,Everyone,Medical,4.3 and up,,
SPORTS,4.5,117,4.4M,"1,000+",Paid,$0.99 ,Everyone,Sports,4.1 and up,,
BOOKS_AND_REFERENCE,NaN,0,8.0M,100+,Free,0,Everyone,Books & Reference,4.0 and up,,
PRODUCTIVITY,4,2,10M,10+,Free,0,Everyone,Productivity,4.1 and up,,
TOOLS,5,1,3.7M,10+,Free,0,Everyone,Tools,4.4 and up,,
GAME,4.9,59,21M,500+,Free,0,Everyone,Word,4.4 and up,,
SPORTS,4.7,163,4.6M,"1,000+",Paid,$0.99 ,Everyone,Sports,4.1 and up,,
BOOKS_AND_REFERENCE,4.5,155466,Varies with device,"10,000,000+",Free,0,Teen,Books & Reference,Varies with device,,
FINANCE,3.9,8185,45M,"500,000+",Free,0,Everyone,Finance,4.4 and up,,
FAMILY,NaN,53,4.2M,"5,000+",Free,0,Everyone,Entertainment,4.4 and up,,
SHOPPING,3.2,661,7.6M,"100,000+",Free,0,Everyone,Shopping,4.1 and up,,
BOOKS_AND_REFERENCE,3.5,2539,8.6M,"500,000+",Free,0,Everyone,Books & Reference,4.1 and up,,
LIFESTYLE,NaN,0,15M,100+,Free,0,Everyone,Lifestyle,4.0.3 and up,,
FINANCE,3.7,913,70k,"100,000+",Free,0,Everyone,Finance,1.5 and up,,
BUSINESS,3,597,17M,"100,000+",Free,0,Everyone,Business,5.0 and up,,
LIBRARIES_AND_DEMO,4.2,78,812k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
BEAUTY,4,2,13M,100+,Free,0,Everyone,Beauty,4.0.3 and up,,
LIBRARIES_AND_DEMO,4.1,142,442k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
TOOLS,NaN,11,2.0M,10+,Paid,$0.99 ,Everyone,Tools,4.0.3 and up,,
BOOKS_AND_REFERENCE,4.7,19090,Varies with device,"500,000+",Free,0,Everyone,Books & Reference,Varies with device,,
LIBRARIES_AND_DEMO,4,45,842k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
FINANCE,3.1,72,2.4M,"10,000+",Free,0,Everyone,Finance,4.0 and up,,
LIBRARIES_AND_DEMO,4.4,34,417k,"1,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
SPORTS,3.2,4,5.6M,100+,Free,0,Everyone,Sports,4.3 and up,,
LIBRARIES_AND_DEMO,3.9,71,412k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,4.2,86,459k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
BOOKS_AND_REFERENCE,4.7,146,34M,"5,000+",Free,0,Everyone,Books & Reference,4.4 and up,,
LIBRARIES_AND_DEMO,4,24,478k,"1,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
BUSINESS,NaN,2,10M,100+,Free,0,Teen,Business,4.1 and up,,
PRODUCTIVITY,NaN,0,6.2M,10+,Free,0,Everyone,Productivity,2.3 and up,,
LIBRARIES_AND_DEMO,4,45,335k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
NEWS_AND_MAGAZINES,3.7,533,3.8M,"50,000+",Free,0,Everyone,News & Magazines,4.0.3 and up,,
LIBRARIES_AND_DEMO,4.1,120,782k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,4.4,30,721k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,4,50,430k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,3.9,131,429k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,3.6,7,192k,"1,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,NaN,21,200k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
COMMUNICATION,NaN,23,13M,"1,000+",Free,0,Everyone,Communication,2.3 and up,,
PRODUCTIVITY,4.6,27,2.5M,"1,000+",Free,0,Everyone,Productivity,4.0 and up,,
BUSINESS,NaN,0,8.9M,50+,Free,0,Everyone,Business,4.1 and up,,
LIBRARIES_AND_DEMO,4.4,63,417k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
FAMILY,1.9,250,Varies with device,"50,000+",Free,0,Everyone,Education,Varies with device,,
LIBRARIES_AND_DEMO,4.3,15,460k,"1,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
GAME,4.5,514,5.9M,"5,000+",Paid,$6.99 ,Teen,Adventure,4.0 and up,,
LIBRARIES_AND_DEMO,4.1,66,728k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,3.8,18,496k,"1,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,4.1,174,816k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
GAME,4.6,144,6.3M,"1,000+",Paid,$6.99 ,Everyone,Adventure,4.0 and up,,
LIBRARIES_AND_DEMO,3.7,83,414k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,3.9,53,334k,"10,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
LIBRARIES_AND_DEMO,4.4,50,506k,"5,000+",Free,0,Everyone,Libraries & Demo,1.6 and up,,
TOOLS,NaN,83,2.0M,"1,000+",Free,0,Everyone,Tools,4.0.3 and up,,
LIFESTYLE,4.5,31,2.3M,"1,000+",Free,0,Everyone,Lifestyle,4.1 and up,,
PRODUCTIVITY,NaN,2,34M,50+,Free,0,Everyone,Productivity,4.0.3 and up,,
PRODUCTIVITY,NaN,0,7.5M,10+,Free,0,Everyone,Productivity,2.3 and up,,
SOCIAL,4.3,3781467,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,Varies with device,,
GAME,4.4,33661,60M,"100,000+",Paid,$2.99 ,Everyone,Card,4.1 and up,,
GAME,3.5,46801,60M,"1,000,000+",Free,0,Everyone,Card,4.1 and up,,
FAMILY,4.3,41,7.9M,"1,000+",Paid,$2.99 ,Everyone,Education;Pretend Play,4.0.3 and up,,
FAMILY,4.5,65,24M,"10,000+",Free,0,Everyone,Casual,4.0 and up,,
FAMILY,4.5,5591653,95M,"50,000,000+",Free,0,Everyone 10+,Strategy,4.0.3 and up,,
GAME,4.4,1432447,59M,"50,000,000+",Free,0,Everyone,Arcade,4.0.3 and up,,
FAMILY,4.2,13,23M,"1,000+",Paid,$2.49 ,Everyone,Education;Pretend Play,4.0.3 and up,,
GAME,4.3,1167143,12M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up,,
GAME,NaN,1,11M,100+,Paid,$1.99 ,Teen,Card,2.2 and up,,
FINANCE,3.6,73,14M,"10,000+",Free,0,Everyone,Finance,4.1 and up,,
FAMILY,4,3,2.2M,500+,Free,0,Teen,Casual,5.0 and up,,
GAME,3.8,488,30M,"100,000+",Free,0,Teen,Casino,2.3 and up,,
FAMILY,NaN,2,8.5M,10+,Paid,$46.99 ,Everyone,Entertainment,4.0.3 and up,,
FAMILY,NaN,3,19M,"1,000+",Paid,$0.99 ,Everyone,Education;Brain Games,4.0.3 and up,,
GAME,4.4,125578,17M,"5,000,000+",Free,0,Everyone,Action,2.1 and up,,
FAMILY,3.8,87734,32M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up,,
GAME,3.9,164,33M,"10,000+",Free,0,Teen,Card,2.3.3 and up,,
GAME,4.1,14283,4.2M,"1,000,000+",Free,0,Teen,Casino,4.0 and up,,
FAMILY,4.3,6,33M,"1,000+",Paid,$2.49 ,Everyone,Education;Pretend Play,4.0.3 and up,,
SOCIAL,3.5,20675,96M,"1,000,000+",Free,0,Teen,Social,5.0 and up,,
LIBRARIES_AND_DEMO,NaN,4,4.7M,100+,Paid,$0.99 ,Everyone,Libraries & Demo,4.1 and up,,
SOCIAL,4.3,51569,26M,"1,000,000+",Free,0,Teen,Social,4.1 and up,,
LIFESTYLE,NaN,11,23M,"1,000+",Free,0,Everyone,Lifestyle,4.1 and up,,
FAMILY,4.7,10,30M,"1,000+",Paid,$2.99 ,Everyone,Education;Pretend Play,4.0.3 and up,,
GAME,4.5,38297,6.4M,"10,000,000+",Free,0,Everyone,Arcade,4.0.3 and up,,
FAMILY,3.8,159398,28M,"5,000,000+",Free,0,Teen,Role Playing,4.2 and up,,
GAME,4.5,776730,49M,"10,000,000+",Free,0,Everyone 10+,Action,4.0.3 and up,,
GAME,4.2,152,16M,"10,000+",Free,0,Teen,Casino,4.1 and up,,
FAMILY,4.3,70903,51M,"5,000,000+",Free,0,Everyone,Puzzle;Brain Games,4.0.3 and up,,
EVENTS,4.1,110,2.6M,"5,000+",Free,0,Teen,Events,4.0.3 and up,,
PHOTOGRAPHY,4.6,819694,25M,"10,000,000+",Free,0,Everyone,Photography,4.0 and up,,
FAMILY,4.6,4451317,Varies with device,"50,000,000+",Free,0,Everyone,Casual,4.0.3 and up,,
GAME,4.5,1243017,27M,"50,000,000+",Free,0,Teen,Action,4.2 and up,,
FAMILY,4.5,66740,23M,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,2.3 and up,,
TRAVEL_AND_LOCAL,3,69,31M,"10,000+",Free,0,Everyone,Travel & Local,5.0 and up,,
HEALTH_AND_FITNESS,2.6,186,25M,"10,000+",Free,0,Everyone,Health & Fitness,8.0 and up,,
BUSINESS,3.4,25,16M,"10,000+",Free,0,Everyone,Business,4.1 and up,,
MEDICAL,4.4,578,704k,"10,000+",Paid,$0.99 ,Everyone,Medical,2.2 and up,,
MEDICAL,4.2,33033,7.4M,"5,000,000+",Free,0,Everyone,Medical,4.1 and up,,
LIFESTYLE,4,7808,5.0M,"1,000,000+",Free,0,Everyone,Lifestyle,2.2 and up,,
MEDICAL,4.7,8347,2.6M,"500,000+",Free,0,Everyone,Medical,4.0 and up,,
